Intention to buy a Mazda,Gender,Age,Monthly family Income,Personal income,Marital status,City,Education Level household,Education Level,Social Class,When will purchase new car in months,TV ad x Mazda,Car Magazines Ad x Mazda,Online search x Mazda,Corporate website x Mazda,Internet Ad x Mazda,Test drive x Mazda,Car in dealer showroom x Mazda,Sales person at dealer x Mazda,Ads info in dealer showroom x Mazda,Car seen on street x Mazda,Professional reco mechanic etc x Mazda,Article in newspaper x Mazda,Car display in public places x Mazda,Actual Make of Car
1. High,Male ,32,5,4,Maried,Rio de Janeiro ,4,4,3,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,FIAT 
1. High,Male ,36,6,4,Maried,Sao Paulo ,4,4,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,FIAT 
1. High,Male ,52,7,6,Maried,Recife/Salvador/Fortaleza ,5,5,2,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VW 
1. High,Male ,48,7,7,Maried,Recife/Salvador/Fortaleza ,5,5,3,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,KIA 
1. High,Male ,30,6,4,Maried,Rio de Janeiro ,5,5,2,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,FORD 
3. Low,Male ,49,5,5,Single,Recife/Salvador/Fortaleza ,5,5,2,2,No,No,No,No,No,No,No,No,No,No,No,No,No,VW 
3. Low,Male ,38,6,6,Single,Sao Paulo ,5,5,3,6,No,No,No,No,No,No,No,No,No,No,No,No,No, 
3. Low,Female ,36,6,5,Single,Sao Paulo ,4,4,5,4,No,No,No,No,No,No,No,No,No,No,No,No,No,CITROEN 
3. Low,Female ,40,5,5,Single,Sao Paulo ,5,5,4,5,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,CITROEN 
3. Low,Female ,36,6,4,Single,Sao Paulo ,4,4,4,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,CITROEN 
3. Low,Female ,39,6,6,Single,Sao Paulo ,4,4,5,4,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,33,7,7,Single,Sao Paulo ,5,5,1,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,FIAT 
3. Low,Male ,49,8,6,Single,Rio de Janeiro ,5,5,4,3,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Female ,26,4,3,Single,Sao Paulo ,4,4,4,4,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,43,4,3,Single,Rio de Janeiro ,4,4,5,5,Maybe,Maybe,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Female ,34,5,4,Single,Sao Paulo ,4,4,4,2,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,CADILLAC 
3. Low,Male ,32,4,4,Single,Rio de Janeiro ,4,4,4,5,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,61,6,5,Single,Rio de Janeiro ,5,5,3,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,FIAT 
3. Low,Male ,45,5,5,Single,Brasilia/Goiania ,5,5,3,3,Maybe,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,64,5,4,Single,POA/Curitiba/Floripa ,4,4,4,2,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No, 
3. Low,Female ,34,4,3,Single,Belo Horizonte ,3,4,6,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,FIAT 
3. Low,Female ,25,5,2,Single,Sao Paulo ,5,4,3,2,Maybe,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,38,4,4,Single,Belo Horizonte ,5,5,4,3,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Female ,39,4,1,Single,Sao Paulo ,4,4,4,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,VW 
3. Low,Female ,44,5,4,Single,Recife/Salvador/Fortaleza ,4,4,5,3,No,No,No,No,No,No,No,No,No,No,No,No,No,PEUGEOT 
3. Low,Female ,34,4,4,Single,Sao Paulo ,4,4,3,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,FORD 
3. Low,Male ,32,5,5,Single,Rio de Janeiro ,4,4,5,6,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No,CHEVROLET/GM 
3. Low,Female ,29,7,6,Single,Rio de Janeiro ,5,5,2,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,VW 
3. Low,Male ,65,4,4,Single,Sao Paulo ,4,4,3,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,CHEVROLET/GM 
3. Low,Female ,32,6,5,Single,POA/Curitiba/Floripa ,4,4,2,4,No,No,No,No,No,No,No,No,No,No,No,No,No,VW 
3. Low,Male ,36,3,3,Single,Sao Paulo ,4,4,4,5,No,No,No,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
3. Low,Male ,59,6,6,Single,Rio de Janeiro ,4,4,2,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,CHEVROLET/GM 
3. Low,Male ,50,8,8,Single,Sao Paulo ,5,5,2,3,No,No,No,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
3. Low,Male ,50,6,6,Single,Brasilia/Goiania ,4,4,5,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,HONDA 
3. Low,Male ,62,7,7,Single,Sao Paulo ,5,5,4,6,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,HONDA 
3. Low,Female ,23,6,3,Single,Sao Paulo ,4,5,2,3,No,No,No,No,No,No,No,No,No,No,No,No,No,HYUNDAI 
3. Low,Female ,36,5,3,Single,Sao Paulo ,4,4,4,4,No,No,No,No,No,No,No,No,No,No,No,No,No,KIA 
3. Low,Male ,51,7,7,Single,POA/Curitiba/Floripa ,5,5,2,4,Maybe,Maybe,No,No,No,No,No,No,No,No,No,No,No,MITSUBISHI 
3. Low,Male ,57,7,7,Single,Rio de Janeiro ,5,5,2,5,No,No,No,No,No,No,No,No,No,No,No,No,No,MITSUBISHI 
3. Low,Female ,29,5,9,Single,POA/Curitiba/Floripa ,5,4,5,5,Maybe,No,No,No,No,No,No,No,No,No,No,No,No,RENAULT 
3. Low,Female ,54,7,4,Single,Belo Horizonte ,5,4,4,2,No,No,No,No,No,No,No,No,No,No,No,No,No, 
3. Low,Male ,27,4,2,Single,POA/Curitiba/Floripa ,4,4,4,3,No,No,No,No,No,No,No,No,No,No,No,No,No,VW 
3. Low,Male ,57,6,6,Single,Belo Horizonte ,5,5,2,5,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,37,8,7,Single,Brasilia/Goiania ,5,5,3,3,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No,No,VW 
3. Low,Male ,37,5,5,Single,Sao Paulo ,5,5,3,6,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Female ,35,6,4,Single,Recife/Salvador/Fortaleza ,4,5,4,4,No,No,No,No,No,No,No,No,No,No,No,No,No,VW 
3. Low,Male ,42,4,4,Single,Belo Horizonte ,4,4,5,4,No,No,No,No,No,No,No,No,No,No,No,No,No,VW 
3. Low,Male ,48,8,9,Single,Sao Paulo ,4,4,4,6,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,VW 
3. Low,Female ,30,5,1,Single,Rio de Janeiro ,4,4,5,4,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No,No,No,VW 
3. Low,Male ,43,5,4,Single,Rio de Janeiro ,4,4,2,2,No,No,No,No,No,No,No,No,No,No,No,No,No,VW 
3. Low,Male ,33,4,3,Single,Sao Paulo ,5,5,2,5,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,VW 
3. Low,Female ,31,5,4,Single,Rio de Janeiro ,4,4,5,1,No,No,No,No,No,No,No,No,No,No,No,No,No,BUGRE 
3. Low,Female ,34,5,4,Single,Recife/Salvador/Fortaleza ,5,5,4,2,No,No,No,No,No,No,No,No,No,No,No,No,No, 
3. Low,Female ,20,8,9,Single,Rio de Janeiro ,5,5,2,3,Maybe,Maybe,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,33,6,6,Single,Recife/Salvador/Fortaleza ,5,5,2,3,No,No,No,No,No,No,No,No,No,No,No,No,No,CITROEN 
3. Low,Male ,55,8,5,Single,Sao Paulo ,4,4,3,3,Maybe,Maybe,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,55,7,5,Single,Sao Paulo ,5,5,3,3,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,25,6,5,Single,Rio de Janeiro ,5,5,3,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,FORD 
3. Low,Male ,42,6,6,Single,Belo Horizonte ,4,4,2,2,No,No,No,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
3. Low,Female ,58,6,5,Single,POA/Curitiba/Floripa ,4,4,4,2,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,FIAT 
3. Low,Male ,30,4,3,Single,Sao Paulo ,4,4,4,3,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,55,7,5,Single,Sao Paulo ,4,4,3,4,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Female ,39,5,5,Single,Sao Paulo ,5,5,3,2,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,23,5,3,Single,Sao Paulo ,5,5,2,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,FIAT 
3. Low,Male ,44,5,5,Single,Sao Paulo ,4,4,4,4,No,No,No,No,No,No,No,No,No,No,No,No,No,RENAULT 
3. Low,Male ,53,5,4,Single,Rio de Janeiro ,3,4,4,4,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,27,5,5,Single,Recife/Salvador/Fortaleza ,5,5,2,2,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,40,6,6,Single,POA/Curitiba/Floripa ,5,5,4,2,No,No,No,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
3. Low,Female ,31,5,5,Single,Rio de Janeiro ,5,5,2,1,No,No,No,No,No,No,No,No,No,No,No,No,No,RENAULT 
3. Low,Male ,36,7,7,Single,Sao Paulo ,5,5,2,3,No,No,No,No,No,No,No,No,No,No,No,No,No,KIA 
3. Low,Female ,21,5,3,Single,Sao Paulo ,3,3,5,2,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,PEUGEOT 
3. Low,Female ,41,6,4,Single,Brasilia/Goiania ,4,4,4,4,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,31,5,5,Single,Belo Horizonte ,5,5,2,3,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,65,6,2,Single,Sao Paulo ,5,5,3,3,No,No,No,No,No,No,No,No,No,No,No,No,No,FORD 
3. Low,Female ,51,7,5,Single,Rio de Janeiro ,5,5,3,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,FORD 
3. Low,Female ,32,4,4,Single,Belo Horizonte ,5,5,2,2,No,No,No,No,No,No,No,No,No,No,No,No,No,VW 
3. Low,Female ,54,6,5,Single,Rio de Janeiro ,2,5,4,3,Maybe,No,No,No,No,No,No,No,No,No,No,No,No,FORD 
3. Low,Male ,37,5,4,Single,Rio de Janeiro ,5,5,2,2,No,No,No,No,No,No,No,No,No,No,No,No,No,HONDA 
3. Low,Male ,38,6,6,Single,Sao Paulo ,5,5,2,2,No,No,No,No,No,No,No,No,No,No,No,No,No,TOYOTA 
3. Low,Male ,48,7,7,Single,Brasilia/Goiania ,5,5,3,3,No,No,No,No,No,No,No,No,No,No,No,No,No,HYUNDAI 
3. Low,Male ,36,6,5,Single,Sao Paulo ,5,5,2,3,No,No,No,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
3. Low,Female ,36,6,5,Single,Rio de Janeiro ,5,4,3,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No, 
3. Low,Female ,46,4,3,Single,POA/Curitiba/Floripa ,5,5,3,5,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No,No,FORD 
3. Low,Male ,37,6,5,Single,Brasilia/Goiania ,4,4,4,4,No,No,No,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
3. Low,Female ,29,7,6,Single,Brasilia/Goiania ,5,5,5,1,No,No,No,No,No,No,No,No,No,No,No,No,No,VW 
3. Low,Male ,43,7,6,Single,Sao Paulo ,5,5,2,2,No,No,No,No,No,No,No,No,No,No,No,No,No,HONDA 
3. Low,Male ,54,8,7,Single,Sao Paulo ,5,5,3,2,No,No,No,No,No,No,No,No,No,No,No,No,No,RENAULT 
3. Low,Male ,31,4,3,Single,Belo Horizonte ,5,5,3,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,HYUNDAI 
3. Low,Female ,54,7,5,Single,Recife/Salvador/Fortaleza ,5,5,2,1,No,No,No,No,No,No,No,No,No,No,No,No,No,VW 
3. Low,Male ,28,6,5,Single,Sao Paulo ,5,5,3,4,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No,No,No,HONDA 
3. Low,Male ,65,8,7,Single,Sao Paulo ,5,5,2,2,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,KIA 
3. Low,Male ,31,6,6,Single,Sao Paulo ,5,5,3,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,FIAT 
3. Low,Female ,39,6,5,Single,Sao Paulo ,5,5,3,2,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,FIAT 
3. Low,Female ,33,5,5,Single,Rio de Janeiro ,5,5,3,5,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,CROSS LANDER 
3. Low,Male ,36,6,5,Single,Brasilia/Goiania ,5,5,4,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,CHEVROLET/GM 
3. Low,Male ,32,6,6,Single,POA/Curitiba/Floripa ,5,5,2,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,CHANGAN 
3. Low,Male ,35,3,3,Single,POA/Curitiba/Floripa ,5,5,3,1,No,No,No,No,No,No,No,No,No,No,No,No,No,RENAULT 
3. Low,Male ,25,4,3,Single,Sao Paulo ,4,4,4,2,No,No,No,No,No,No,No,No,No,No,No,No,No,CITROEN 
3. Low,Male ,45,8,8,Single,Belo Horizonte ,5,5,3,2,Maybe,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,54,7,7,Single,Sao Paulo ,5,5,2,4,No,No,No,No,No,No,No,No,No,No,No,No,No,HONDA 
3. Low,Male ,61,7,5,Single,Brasilia/Goiania ,5,5,2,3,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,50,7,6,Single,Brasilia/Goiania ,5,5,3,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,CHEVROLET/GM 
3. Low,Female ,29,7,6,Single,Brasilia/Goiania ,5,5,4,1,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,CHEVROLET/GM 
3. Low,Female ,56,7,6,Single,Rio de Janeiro ,4,5,2,2,No,No,No,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
2. Medium,Female ,49,6,4,Single,Recife/Salvador/Fortaleza ,4,5,4,3,No,No,No,No,No,No,No,No,No,No,No,No,No,HYUNDAI 
2. Medium,Female ,43,7,4,Single,POA/Curitiba/Floripa ,5,5,2,2,Maybe,No,Yes,No,No,No,No,No,No,No,No,No,No,CITROEN 
2. Medium,Male ,53,6,6,Single,Sao Paulo ,4,4,5,4,Maybe,No,No,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
2. Medium,Female ,43,3,9,Single,Rio de Janeiro ,4,4,5,4,No,No,No,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
2. Medium,Male ,59,7,7,Single,Brasilia/Goiania ,5,5,1,4,No,No,No,No,No,No,No,No,No,No,No,No,No,HYUNDAI 
2. Medium,Male ,44,7,6,Single,Sao Paulo ,5,5,2,2,No,No,No,No,No,No,No,No,No,No,No,No,No,RENAULT 
2. Medium,Male ,29,7,6,Single,POA/Curitiba/Floripa ,5,5,4,3,No,No,No,No,No,No,No,No,No,No,No,No,No, 
2. Medium,Male ,39,6,6,Single,Belo Horizonte ,5,5,3,4,No,No,No,No,No,No,No,No,No,No,No,No,No,FORD 
2. Medium,Male ,31,3,2,Single,Recife/Salvador/Fortaleza ,4,4,6,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
2. Medium,Male ,47,7,6,Single,POA/Curitiba/Floripa ,5,5,2,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
2. Medium,Female ,37,6,5,Single,Rio de Janeiro ,4,4,3,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,CROSS LANDER 
2. Medium,Male ,61,7,5,Single,POA/Curitiba/Floripa ,5,5,2,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,FORD 
2. Medium,Male ,42,4,2,Single,Recife/Salvador/Fortaleza ,5,4,6,3,No,No,No,No,No,No,No,No,Yes,No,No,No,No,VW 
2. Medium,Female ,21,3,2,Single,Belo Horizonte ,4,4,5,6,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,VW 
2. Medium,Female ,27,6,2,Single,POA/Curitiba/Floripa ,4,4,4,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,HYUNDAI 
2. Medium,Female ,36,6,4,Single,Sao Paulo ,5,4,2,4,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No,FIAT 
2. Medium,Female ,46,6,5,Single,Sao Paulo ,5,5,2,1,No,No,No,No,No,No,No,No,No,No,No,No,No,HYUNDAI 
2. Medium,Male ,35,5,4,Single,Recife/Salvador/Fortaleza ,4,4,4,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,FIAT 
2. Medium,Female ,57,5,4,Single,Rio de Janeiro ,5,5,2,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,VW 
2. Medium,Female ,42,6,4,Single,Sao Paulo ,5,5,2,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,CHEVROLET/GM 
2. Medium,Male ,56,4,4,Single,POA/Curitiba/Floripa ,4,4,2,2,No,No,No,No,No,No,No,No,No,No,No,No,No,VW 
2. Medium,Male ,48,5,5,Single,Sao Paulo ,5,5,2,2,No,No,No,No,No,No,No,No,No,No,No,No,No,HONDA 
2. Medium,Male ,37,7,7,Single,Recife/Salvador/Fortaleza ,5,5,2,2,No,No,No,Yes,No,No,No,No,No,No,No,No,No,RENAULT 
2. Medium,Male ,45,5,5,Single,Sao Paulo ,5,5,2,4,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,Yes,No,No,No,FIAT 
2. Medium,Male ,53,7,7,Single,Sao Paulo ,4,4,2,1,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,Yes,No,No,No,CHEVROLET/GM 
2. Medium,Female ,40,5,3,Single,Rio de Janeiro ,3,4,5,4,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,Yes,No,No,No,CITROEN 
2. Medium,Male ,48,8,6,Single,Sao Paulo ,5,5,3,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,Yes,No,No,No,RENAULT 
2. Medium,Female ,37,5,9,Single,Sao Paulo ,5,4,3,4,No,No,No,No,No,No,No,No,No,Yes,No,No,No,TOYOTA 
2. Medium,Male ,40,6,6,Single,Brasilia/Goiania ,5,5,3,6,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,VW 
2. Medium,Male ,38,6,5,Single,Belo Horizonte ,5,5,3,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,FIAT 
2. Medium,Male ,56,4,4,Single,Rio de Janeiro ,4,4,5,5,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No,CHEVROLET/GM 
2. Medium,Female ,30,3,3,Single,POA/Curitiba/Floripa ,4,4,6,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,VW 
2. Medium,Female ,45,8,6,Single,Rio de Janeiro ,5,5,2,6,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,FORD 
2. Medium,Male ,31,6,5,Single,Belo Horizonte ,5,5,3,2,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,CHEVROLET/GM 
2. Medium,Male ,53,6,5,Single,Rio de Janeiro ,5,5,3,6,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,FIAT 
2. Medium,Male ,23,6,6,Single,Sao Paulo ,5,5,4,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,CHEVROLET/GM 
2. Medium,Male ,58,4,4,Single,Sao Paulo ,4,4,5,2,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,CHEVROLET/GM 
2. Medium,Male ,34,8,8,Single,Sao Paulo ,5,5,3,1,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,HYUNDAI 
2. Medium,Male ,42,6,5,Single,Sao Paulo ,5,5,3,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,HONDA 
2. Medium,Female ,34,6,9,Single,Sao Paulo ,4,4,4,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,HONDA 
2. Medium,Male ,29,4,4,Single,Belo Horizonte ,5,5,3,2,No,No,No,No,No,No,No,No,No,No,Yes,No,No,CITROEN 
2. Medium,Female ,25,7,6,Single,Rio de Janeiro ,5,5,2,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,No,No,HONDA 
2. Medium,Male ,49,6,5,Single,Sao Paulo ,5,5,2,3,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No,VW 
2. Medium,Female ,45,5,4,Single,Sao Paulo ,5,5,2,5,No,No,No,No,Yes,No,No,No,No,No,No,No,No,FIAT 
2. Medium,Male ,49,4,4,Single,Rio de Janeiro ,4,4,4,4,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,VW 
2. Medium,Female ,33,5,3,Single,Sao Paulo ,4,4,4,2,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
2. Medium,Female ,50,5,4,Single,POA/Curitiba/Floripa ,4,4,2,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,RENAULT 
2. Medium,Male ,41,7,5,Single,Sao Paulo ,5,5,2,3,Maybe,No,No,Yes,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
2. Medium,Male ,47,6,5,Single,Sao Paulo ,4,4,4,4,No,No,Yes,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
2. Medium,Female ,51,4,4,Single,Rio de Janeiro ,4,4,3,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,VW 
2. Medium,Female ,31,4,2,Single,Sao Paulo ,4,4,4,5,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,Yes,No,No,No, 
2. Medium,Male ,59,7,5,Single,POA/Curitiba/Floripa ,4,4,4,3,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,HONDA 
2. Medium,Male ,34,7,7,Single,POA/Curitiba/Floripa ,5,5,4,3,Maybe,No,No,No,No,No,No,No,No,No,No,Yes,No,FORD 
2. Medium,Female ,34,5,2,Single,Belo Horizonte ,3,3,5,3,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,FIAT 
2. Medium,Female ,25,5,9,Single,Sao Paulo ,4,4,5,4,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,VW 
2. Medium,Male ,61,5,4,Single,Brasilia/Goiania ,4,4,4,2,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,HYUNDAI 
2. Medium,Female ,57,5,4,Single,Rio de Janeiro ,5,5,2,6,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,PEUGEOT 
2. Medium,Male ,57,8,8,Single,Rio de Janeiro ,5,5,2,2,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,TOYOTA 
2. Medium,Male ,38,6,4,Single,Sao Paulo ,5,5,2,2,No,No,No,No,No,No,No,No,No,No,No,No,No,TOYOTA 
2. Medium,Male ,29,4,2,Single,Recife/Salvador/Fortaleza ,5,4,2,4,No,No,No,No,No,No,Yes,No,No,No,No,No,No,FIAT 
2. Medium,Male ,36,5,4,Single,Sao Paulo ,4,4,4,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,FORD 
2. Medium,Male ,51,7,7,Single,Sao Paulo ,5,5,2,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,HYUNDAI 
2. Medium,Female ,39,6,4,Single,Sao Paulo ,4,4,2,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,HONDA 
